408,523
406,636
395,651
395,663
396,675
396,691
395,705
390,717
385,730
383,745
379,759
376,772
367,784
376,798
430,813
444,825
418,837
394,852
379,867
370,879
367,891
363,907
361,921
361,933
362,946
364,960
367,974
371,987
375,999
377,1014
381,1029
383,1041
380,1054
372,1070
365,1084
356,1098
350,1132
344,1148
343,1164
343,1176
343,1188
343,1205
343,1220
343,1233
341,1246
340,1261
341,1276
340,1289
343,1301
344,1316
347,1332
347,1344
345,1357
341,1373
337,1390
335,1402
332,1418
326,1433
337,1446
388,1460
405,1474
375,1489
349,1504
338,1516
332,1530
327,1545
325,1559
325,1571
325,1586
327,1601
331,1614
334,1628
338,1642
344,1656
347,1671
350,1683
349,1697
345,1713
337,1726
330,1739
324,1753
319,1768
314,1782
312,1795
314,1809
315,1823
315,1838
316,1850
317,1864
316,1880
313,1893
316,1905
316,1920
319,1935
321,1948
324,1961
324,1976
323,1990
320,2004
315,2017
313,2031
311,2046
306,2060
305,2072
337,2086
387,2104
364,2118
336,2131
322,2146
314,2160
310,2173
307,2187
306,2201
308,2214
310,2229
313,2243
317,2256
322,2271
327,2284
332,2298
335,2312
336,2326
331,2339
325,2354
317,2367
311,2382
305,2401
302,2413
300,2425
300,2442
301,2456
302,2469
303,2482
304,2497
303,2512
304,2525
304,2537
304,2552
304,2568
307,2580
310,2593
313,2609
315,2623
313,2637
310,2671
304,2688
302,2703
294,2715
312,2728
366,2744
374,2759
340,2772
321,2785
312,2800
303,2816
301,2828
299,2840
300,2860
302,2873
305,2886
308,2900
312,2915
319,2929
324,2941
329,2956
331,2971
328,2984
321,2997
315,3011
309,3026
302,3040
299,3053
297,3066
296,3082
297,3095
296,3108
297,3123
298,3137
298,3151
299,3164
299,3178
299,3193
300,3207
302,3219
304,3233
307,3249
309,3262
308,3275
304,3289
300,3304
298,3317
298,3331
294,3345
288,3359
323,3374
374,3386
364,3400
333,3416
313,3429
303,3441
298,3456
295,3471
294,3484
295,3497
296,3511
300,3526
305,3540
309,3553
316,3570
321,3585
325,3598
325,3612
322,3627
316,3640
308,3654
302,3668
297,3682
293,3696
292,3709
291,3724
292,3737
292,3751
294,3765
295,3779
296,3792
295,3807
295,3820
296,3834
299,3849
302,3862
305,3876
307,3890
306,3904
300,3918
298,3932
297,3946
296,3959
291,3974
289,3987
325,4001
375,4015
358,4029
327,4042
312,4057
302,4070
297,4084
295,4098
294,4112
295,4125
297,4141
299,4158
305,4172
311,4205
323,4222
324,4238
320,4250
315,4263
309,4279
301,4294
295,4310
292,4324
290,4339
289,4354
290,4366
292,4379
292,4395
293,4409
293,4421
293,4435
293,4451
295,4464
298,4476
300,4491
304,4506
306,4519
304,4533
299,4546
297,4561
293,4576
292,4588
288,4602
284,4618
323,4631
376,4643
363,4658
331,4673
311,4686
301,4700
295,4713
291,4728
290,4742
290,4755
291,4769
296,4784
300,4798
305,4810
309,4825
315,4839
321,4853
322,4866
320,4880
314,4895
306,4909
299,4921
295,4935
291,4951
290,4964
290,4977
290,4990
291,5006
291,5022
292,5037
292,5050
291,5064
291,5078
294,5092
297,5105
300,5120
302,5133
304,5147
300,5161
297,5175
294,5189
293,5203
291,5217
283,5231
295,5244
347,5259
367,5272
340,5286
315,5300
303,5314
296,5328
293,5342
291,5356
292,5370
293,5384
295,5398
299,5411
304,5426
309,5439
314,5453
318,5467
321,5481
321,5495
317,5509
310,5523
303,5536
298,5551
296,5565
294,5578
293,5593
292,5606
294,5620
295,5634
295,5648
294,5661
295,5676
296,5689
297,5704
300,5739
304,5756
