265,522
256,628
261,641
264,653
266,667
268,683
270,696
269,708
267,721
263,736
263,750
263,762
260,776
255,790
279,803
332,816
335,829
310,844
285,858
277,870
271,883
268,899
263,912
263,924
265,937
267,952
270,966
273,977
278,992
281,1006
285,1020
286,1033
287,1046
286,1061
279,1076
277,1088
272,1102
269,1118
268,1131
269,1144
270,1158
268,1173
271,1187
271,1200
271,1214
274,1229
274,1243
278,1255
279,1269
279,1285
279,1298
275,1311
273,1325
270,1340
269,1356
263,1369
284,1385
343,1400
331,1414
305,1426
291,1442
282,1457
277,1470
272,1482
273,1498
272,1512
275,1526
279,1561
287,1577
291,1593
294,1605
294,1617
295,1634
291,1649
285,1662
282,1675
276,1690
276,1705
276,1718
277,1731
277,1746
278,1761
279,1773
282,1786
283,1802
286,1817
289,1829
290,1842
293,1857
291,1872
287,1885
284,1898
282,1913
280,1928
274,1941
278,1953
319,1969
360,1984
336,1996
313,2010
299,2025
288,2039
282,2053
279,2065
278,2080
278,2098
280,2110
283,2124
286,2140
291,2153
296,2166
299,2180
302,2195
301,2208
298,2222
293,2236
288,2250
283,2265
282,2277
281,2291
282,2307
283,2320
284,2333
285,2347
285,2362
286,2377
290,2394
294,2406
296,2420
298,2437
295,2450
290,2462
288,2477
285,2492
283,2505
276,2519
281,2532
329,2547
356,2562
333,2574
312,2588
297,2603
288,2617
282,2629
280,2643
279,2659
280,2672
282,2685
284,2699
288,2714
294,2728
299,2741
302,2755
303,2769
303,2784
301,2796
296,2810
290,2829
286,2842
284,2854
284,2870
284,2885
286,2897
286,2910
287,2925
287,2940
288,2953
289,2966
292,2981
295,2996
299,3009
301,3021
300,3037
296,3052
293,3065
291,3099
280,3116
305,3131
360,3144
354,3156
331,3173
310,3188
300,3201
294,3214
292,3229
292,3244
293,3257
295,3269
298,3284
302,3300
307,3312
311,3324
315,3340
318,3355
319,3367
317,3381
313,3396
307,3410
302,3424
298,3436
296,3451
295,3466
295,3479
295,3491
296,3507
296,3522
296,3534
296,3547
297,3566
298,3579
301,3593
303,3607
304,3621
301,3636
297,3648
295,3662
293,3678
290,3691
284,3704
289,3718
332,3733
359,3746
339,3760
318,3774
304,3788
296,3803
291,3815
289,3829
288,3845
289,3858
291,3870
294,3885
298,3900
303,3913
307,3927
310,3940
312,3955
311,3969
309,3982
305,3996
299,4011
294,4025
292,4037
291,4051
291,4066
291,4080
292,4092
293,4107
293,4122
293,4136
294,4153
295,4166
298,4179
301,4196
303,4209
300,4222
298,4236
295,4251
293,4264
291,4280
285,4296
301,4312
347,4324
351,4336
332,4352
312,4367
301,4379
296,4391
292,4407
290,4422
290,4434
292,4448
294,4463
297,4477
301,4491
305,4503
308,4518
311,4534
312,4546
310,4558
308,4574
302,4589
298,4603
294,4636
290,4653
292,4668
292,4681
293,4694
293,4710
294,4725
295,4738
296,4751
299,4766
302,4781
303,4793
301,4806
298,4822
296,4836
294,4849
292,4861
286,4877
295,4892
338,4904
349,4917
333,4932
313,4947
303,4960
297,4973
295,4988
293,5003
293,5018
295,5032
297,5048
300,5061
304,5073
307,5088
311,5103
313,5116
314,5129
313,5143
310,5158
305,5172
301,5185
298,5198
295,5214
295,5228
295,5240
294,5255
295,5270
295,5283
295,5296
295,5310
294,5325
294,5339
296,5352
298,5365
302,5381
305,5394
307,5407
305,5422
301,5436
296,5450
293,5463
291,5477
285,5492
295,5506
338,5518
360,5532
340,5548
317,5561
305,5574
298,5588
292,5603
290,5617
289,5629
290,5644
292,5659
296,5672
299,5686
304,5699
308,5714
312,5731
313,5745
313,5758
310,5773
305,5786
301,5800
298,5814
296,5828
295,5841
295,5856
295,5869
296,5884
295,5902
295,5915
295,5927
295,5944
295,5958
294,5970
294,5984
295,5999
296,6013
299,6026
302,6039
304,6054
306,6069
304,6081
301,6094
298,6110
296,6124
294,6138
288,6171
359,6188
359,6203
332,6216
317,6228
307,6245
298,6260
293,6273
291,6285
291,6300
292,6316
294,6328
298,6341
302,6356
307,6371
311,6383
313,6396
314,6412
313,6426
309,6439
304,6452
300,6467
294,6484
293,6497
292,6511
292,6526
293,6540
293,6552
293,6566
293,6582
293,6595
293,6608
293,6622
293,6637
293,6650
293,6664
295,6677
298,6692
300,6707
303,6719
305,6733
304,6748
300,6762
298,6774
296,6789
294,6804
289,6817
288,6830
319,6844
368,6859
357,6873
331,6886
316,6899
305,6915
297,6928
293,6941
290,6955
290,6970
291,6983
294,6996
297,7010
301,7025
306,7038
311,7052
313,7066
315,7080
313,7095
309,7107
305,7121
299,7136
294,7150
292,7162
291,7177
291,7194
291,7207
292,7223
292,7237
292,7250
291,7265
292,7278
291,7292
288,7306
293,7320
294,7333
293,7348
294,7361
295,7374
298,7389
300,7403
301,7416
299,7430
296,7444
292,7457
292,7472
293,7485
287,7499
291,7513
335,7527
370,7540
352,7555
328,7568
314,7581
303,7596
297,7609
296,7623
295,7639
296,7656
298,7670
302,7705
313,7723
318,7736
322,7749
323,7762
